date,pm25,pm10,o3,no2,so2,co
14/09/2015,143,84,109,31,9,10
15/09/2015,172,92,71,43,4,12
16/09/2015,190,105,82,41,5,12
17/09/2015,194,69,47,30,1,9
18/09/2015,146,33,56,23,1,5
19/09/2015,56,82,78,21,6,10
20/09/2015,162,77,98,31,10,10
21/09/2015,159,102,51,28,7,13
22/09/2015,182,39,38,21,1,6
23/09/2015,78,90,58,29,2,11
24/09/2015,163,21,31,18,1,4
25/09/2015,53,49,63,23,4,6
26/09/2015,83,61,54,29,2,6
27/09/2015,123,53,24,24,2,11
28/09/2015,118,54,7,24,1,11
29/09/2015,119,34,22,21,1,6
30/09/2015,72,20,29,10,1,2
01/04/2015,131,19,35,14,1,6
02/04/2015,110,27,48,16,1,5
03/04/2015,87,49,60,19,2,5
04/04/2015,137,69,36,18,2,5
05/04/2015,118,25,35,7,1,1
06/04/2015,72,29,35,13,1,2
07/04/2015,75,75,40,24,8,7
08/04/2015,171,103,52,32,12,11
09/04/2015,212,115,58,37,7,10
10/04/2015,231,86,57,24,11,17
11/04/2015,215,20,35,7,1,2
12/04/2015,62,22,50,11,1,3
13/04/2015,97,59,47,34,2,6
14/04/2015,150,195,42,43,8,8
15/04/2015,211,108,37,8,1,1
16/04/2015,95,112,40,28,10,6
17/04/2015,153,156,42,47,16,14
18/04/2015,197,78,41,18,4,5
19/04/2015,136,79,53,25,4,7
20/04/2015,150,85,40,23,5,5
21/04/2015,142,72,57,28,4,6
22/04/2015,130,81,38,25,9,5
23/04/2015,134,106,58,24,4,5
24/04/2015,144,105,86,38,7,7
25/04/2015,166,113,108,25,11,8
26/04/2015,180,92,87,23,6,8
27/04/2015,168,52,59,19,3,6
28/04/2015,126,87,96,28,6,13
29/04/2015,183,86,103,24,6,9
30/04/2015,177,92,36,26,10,10
01/05/2015,195,48,67,14,1,4
02/05/2015,119,73,41,14,1,4
03/05/2015,112,48,51,10,3,2
04/05/2015,66,67,41,18,5,4
05/05/2015,124,52,40,13,2,2
06/05/2015,71,83,53,19,3,5
07/05/2015,137,70,51,21,5,7
08/05/2015,118,43,27,15,4,19
09/05/2015,109,45,15,21,2,27
10/05/2015,117,16,35,17,1,16
11/05/2015,87,38,44,24,1,4
12/05/2015,66,100,82,42,2,9
13/05/2015,156,69,45,13,1,3
14/05/2015,74,45,51,14,1,3
15/05/2015,86,81,91,23,4,6
16/05/2015,127,117,73,21,9,10
17/05/2015,187,71,45,22,1,6
18/05/2015,123,48,39,11,1,1
19/05/2015,52,31,50,10,2,2
20/05/2015,54,64,67,20,3,5
21/05/2015,102,67,106,23,7,7
22/05/2015,143,93,118,30,9,8
23/05/2015,171,104,119,31,9,11
24/05/2015,185,105,132,23,13,9
25/05/2015,172,96,126,17,11,7
26/05/2015,165,89,113,15,6,8
27/05/2015,171,96,104,18,14,10
28/05/2015,180,68,75,27,4,9
29/05/2015,150,66,102,23,3,8
30/05/2015,153,72,110,24,7,8
31/05/2015,147,113,112,22,8,9
01/06/2015,174,47,41,13,4,8
02/06/2015,104,65,55,18,3,4
03/06/2015,101,63,31,24,3,7
04/06/2015,124,64,86,21,2,9
05/06/2015,123,42,69,12,1,3
06/06/2015,81,26,37,17,1,6
07/06/2015,59,29,55,18,2,3
08/06/2015,57,74,102,29,8,11
09/06/2015,135,59,44,18,3,10
10/06/2015,149,18,37,15,1,7
11/06/2015,71,21,37,15,1,3
12/06/2015,35,20,54,10,1,3
13/06/2015,47,31,71,18,1,5
14/06/2015,60,87,123,24,10,14
15/06/2015,161,105,131,32,11,11
16/06/2015,170,47,86,21,1,7
17/06/2015,107,29,45,15,1,5
18/06/2015,66,30,34,14,1,5
19/06/2015,61,31,89,20,1,6
20/06/2015,80,61,108,23,3,7
21/06/2015,115,78,122,20,10,10
22/06/2015,159,100,120,22,9,16
23/06/2015,219,85,50,21,6,9
24/06/2015,169,94,51,29,3,9
25/06/2015,169,105,106,13,1,8
26/06/2015,175,74,95,15,3,7
27/06/2015,135,115,112,17,4,10
28/06/2015,180,126,25,21,3,10
29/06/2015,148,25,42,17,1,3
30/06/2015,49,37,36,20,1,3
01/01/2015,137,59,17,32,17,11
02/01/2015,123,140,3,54,45,33
03/01/2015,252,156,8,58,41,35
04/01/2015,258,106,35,31,29,22
05/01/2015,150,43,23,21,13,6
06/01/2015,96,73,11,36,24,17
07/01/2015,150,136,2,53,28,31
08/01/2015,222,83,24,38,22,18
09/01/2015,148,137,8,62,38,32
10/01/2015,245,40,22,21,8,6
11/01/2015,79,85,17,33,23,15
12/01/2015,179,133,3,49,35,30
13/01/2015,239,184,2,52,39,30
14/01/2015,288,307,2,61,28,41
15/01/2015,396,94,26,21,5,13
16/01/2015,143,68,16,28,15,9
17/01/2015,120,100,32,29,18,17
18/01/2015,135,63,16,31,16,12
19/01/2015,117,81,12,37,27,17
20/01/2015,169,22,30,18,7,4
21/01/2015,58,91,11,43,28,18
22/01/2015,173,153,4,62,40,34
23/01/2015,276,84,12,34,17,15
24/01/2015,157,0,11,27,10,12
25/01/2015,189,32,29,22,6,14
26/01/2015,135,30,26,16,7,5
27/01/2015,66,47,23,26,14,10
28/01/2015,99,55,28,21,13,9
29/01/2015,120,23,31,12,7,3
30/01/2015,45,36,25,24,10,6
31/01/2015,84,75,15,36,22,15
01/02/2015,151,110,14,46,33,23
02/02/2015,212,42,31,29,15,14
03/02/2015,167,37,32,10,5,2
04/02/2015,45,32,31,20,7,4
05/02/2015,76,70,19,43,17,15
06/02/2015,152,32,37,10,4,2
07/02/2015,40,31,29,15,8,5
08/02/2015,70,96,13,41,28,17
09/02/2015,184,107,18,54,28,23
10/02/2015,199,51,37,25,17,12
11/02/2015,101,35,32,24,9,6
12/02/2015,91,75,24,42,20,20
13/02/2015,204,0,25,61,36,31
14/02/2015,315,193,8,64,48,43
15/02/2015,342,51,27,25,20,19
16/02/2015,166,32,20,14,5,4
17/02/2015,75,57,33,15,10,6
18/02/2015,93,148,28,18,30,11
19/02/2015,249,0,23,17,6,13
20/02/2015,197,262,29,13,8,11
21/02/2015,209,204,26,8,2,2
22/02/2015,106,72,25,16,10,5
23/02/2015,113,128,22,29,21,20
24/02/2015,223,56,31,16,7,8
25/02/2015,112,22,32,11,4,3
26/02/2015,56,32,21,15,8,7
27/02/2015,77,103,5,20,7,13
28/02/2015,205,61,30,21,6,6
01/03/2015,104,68,28,27,13,14
02/03/2015,126,37,28,4,1,1
03/03/2015,31,29,29,15,6,4
04/03/2015,69,82,24,30,24,13
05/03/2015,179,128,25,41,33,20
06/03/2015,251,148,38,43,24,22
07/03/2015,282,31,31,27,16,14
08/03/2015,166,20,29,6,1,1
09/03/2015,31,37,30,19,5,5
10/03/2015,79,48,28,29,9,9
11/03/2015,107,69,23,36,14,14
12/03/2015,156,58,34,31,12,10
13/03/2015,127,78,16,39,23,15
14/03/2015,174,117,38,42,16,16
15/03/2015,186,184,14,43,19,18
16/03/2015,262,200,43,33,10,17
17/03/2015,262,58,37,25,6,6
18/03/2015,117,121,27,42,6,10
19/03/2015,169,119,39,27,2,5
20/03/2015,115,75,34,16,2,2
21/03/2015,65,73,36,10,2,2
22/03/2015,69,60,34,24,3,6
23/03/2015,101,80,38,32,16,16
24/03/2015,164,96,41,40,25,17
25/03/2015,185,95,56,28,13,8
26/03/2015,173,107,52,24,17,8
27/03/2015,174,223,35,16,5,4
28/03/2015,134,196,44,37,10,10
29/03/2015,165,190,62,36,15,13
30/03/2015,207,96,31,27,9,19
31/03/2015,196,55,31,26,2,6
01/10/2014,164,69,16,23,3,8
02/10/2014,142,97,6,30,3,17
03/10/2014,192,79,24,21,2,11
04/10/2014,168,35,31,19,1,7
05/10/2014,96,43,32,25,1,4
06/10/2014,91,112,35,45,6,11
07/10/2014,201,194,12,62,4,20
08/10/2014,346,225,30,57,2,22
09/10/2014,415,180,58,49,7,20
10/10/2014,376,93,27,32,4,14
11/10/2014,258,15,21,12,2,1
12/10/2014,28,24,23,17,2,2
13/10/2014,43,70,26,33,3,5
14/10/2014,116,86,28,26,5,5
15/10/2014,108,72,33,27,5,5
16/10/2014,106,118,24,54,6,10
17/10/2014,178,172,51,64,11,20
18/10/2014,251,237,30,59,5,22
19/10/2014,338,143,15,38,1,13
20/10/2014,269,69,10,28,10,10
21/10/2014,114,102,2,35,6,10
22/10/2014,167,120,4,43,7,14
23/10/2014,198,206,22,50,6,21
24/10/2014,304,223,27,53,3,23
25/10/2014,405,65,31,22,1,7
26/10/2014,126,55,21,29,8,5
27/10/2014,91,82,19,33,8,8
28/10/2014,151,123,15,51,8,13
29/10/2014,193,152,6,60,12,18
30/10/2014,240,125,9,44,8,19
31/10/2014,237,65,22,28,3,8
01/11/2014,96,20,27,15,2,1
02/11/2014,32,43,32,29,3,5
03/11/2014,78,108,14,45,14,14
04/11/2014,192,64,26,30,4,10
05/11/2014,119,23,29,12,4,3
06/11/2014,45,61,15,26,8,9
07/11/2014,131,66,22,33,8,10
08/11/2014,161,55,26,32,3,8
09/11/2014,140,67,12,41,4,10
10/11/2014,153,57,29,20,1,6
11/11/2014,89,42,31,7,1,1
12/11/2014,26,38,21,26,3,5
13/11/2014,79,53,18,31,7,8
14/11/2014,113,136,1,58,24,23
15/11/2014,228,96,22,35,13,18
16/11/2014,171,29,24,21,7,4
17/11/2014,73,82,7,43,18,13
18/11/2014,161,256,1,69,31,38
19/11/2014,366,283,2,74,21,40
20/11/2014,403,181,13,55,10,25
21/11/2014,254,45,16,29,7,6
22/11/2014,99,101,1,45,15,20
23/11/2014,191,74,17,36,7,16
24/11/2014,157,127,8,44,19,22
25/11/2014,230,231,1,61,21,37
26/11/2014,345,92,24,28,7,11
27/11/2014,126,102,12,36,13,14
28/11/2014,170,257,1,48,13,36
29/11/2014,350,156,29,19,7,10
30/11/2014,145,66,25,8,3,2
01/12/2014,54,48,11,25,11,8
02/12/2014,112,52,29,14,5,5
03/12/2014,63,37,28,10,3,2
04/12/2014,37,42,24,24,9,5
05/12/2014,76,71,15,37,19,15
06/12/2014,137,58,23,24,15,11
07/12/2014,119,58,16,29,14,9
08/12/2014,122,255,2,59,41,54
09/12/2014,382,153,25,33,24,25
10/12/2014,199,39,26,16,8,4
11/12/2014,72,42,22,12,5,2
12/12/2014,51,57,17,25,12,8
13/12/2014,111,91,8,42,22,19
14/12/2014,174,95,26,26,17,14
15/12/2014,130,31,25,7,3,3
16/12/2014,44,88,14,35,19,15
17/12/2014,161,121,3,43,45,34
18/12/2014,222,47,26,20,9,10
19/12/2014,120,13,21,15,5,3
20/12/2014,41,30,19,16,6,4
21/12/2014,60,88,7,43,24,19
22/12/2014,170,90,21,41,27,22
23/12/2014,170,34,28,16,9,3
24/12/2014,54,33,25,25,11,5
25/12/2014,82,125,1,51,42,33
26/12/2014,226,167,2,67,48,40
27/12/2014,288,167,19,55,34,31
28/12/2014,255,0,0,0,0,0
01/07/2014,176,73,51,13,1,8
02/07/2014,143,111,72,21,3,12
03/07/2014,255,98,109,25,1,13
04/07/2014,259,70,99,20,1,10
05/07/2014,186,75,107,16,5,13
06/07/2014,244,109,105,23,6,10
07/07/2014,205,91,49,23,4,8
08/07/2014,146,56,53,27,1,5
09/07/2014,77,66,87,24,3,5
10/07/2014,89,61,61,20,2,4
11/07/2014,91,32,62,17,1,3
12/07/2014,49,48,54,22,1,4
13/07/2014,68,62,116,26,2,5
14/07/2014,93,86,104,14,3,5
15/07/2014,126,91,77,25,2,9
16/07/2014,180,100,60,22,3,19
17/07/2014,194,94,105,20,4,15
18/07/2014,190,67,80,16,1,6
19/07/2014,149,70,89,14,2,7
20/07/2014,150,40,42,13,2,5
21/07/2014,86,27,20,17,3,4
22/07/2014,52,51,32,32,3,7
23/07/2014,73,87,48,39,3,9
24/07/2014,145,70,103,23,4,14
25/07/2014,146,91,131,16,7,11
26/07/2014,170,94,131,14,11,8
27/07/2014,171,89,107,13,6,8
28/07/2014,175,93,103,13,3,7
29/07/2014,179,95,59,11,2,13
30/07/2014,191,118,108,19,3,15
31/07/2014,232,95,99,15,2,12
01/08/2014,196,81,115,18,2,9
02/08/2014,170,88,104,26,1,10
03/08/2014,180,44,24,20,1,6
04/08/2014,83,57,67,16,4,6
05/08/2014,67,58,52,19,1,5
06/08/2014,86,75,126,22,6,11
07/08/2014,144,73,120,21,6,10
08/08/2014,140,86,114,22,5,10
09/08/2014,156,54,101,16,1,6
10/08/2014,91,59,62,23,1,5
11/08/2014,73,53,98,31,3,9
12/08/2014,84,42,31,15,1,5
13/08/2014,82,51,85,22,2,6
14/08/2014,85,104,95,27,2,6
15/08/2014,102,72,72,23,6,6
16/08/2014,139,57,100,16,3,5
17/08/2014,116,66,99,19,3,8
18/08/2014,140,78,110,19,4,9
19/08/2014,157,87,116,17,9,9
20/08/2014,170,109,114,23,7,11
21/08/2014,188,60,32,29,2,7
22/08/2014,113,104,114,36,3,12
23/08/2014,187,31,48,13,2,4
24/08/2014,61,33,52,18,1,3
25/08/2014,56,53,67,29,2,4
26/08/2014,69,77,103,34,4,6
27/08/2014,129,85,63,30,5,9
28/08/2014,166,79,75,17,2,9
29/08/2014,164,100,30,27,2,16
30/08/2014,204,67,60,13,1,10
31/08/2014,168,91,43,28,2,16
01/09/2014,182,25,31,13,1,8
02/09/2014,81,45,48,19,3,4
03/09/2014,47,67,76,33,2,8
04/09/2014,112,92,112,24,6,10
05/09/2014,167,95,94,23,9,14
06/09/2014,191,106,86,27,8,11
07/09/2014,201,42,48,12,1,4
08/09/2014,42,65,88,23,3,6
09/09/2014,106,77,95,28,9,11
10/09/2014,143,97,53,37,12,16
11/09/2014,170,62,27,27,3,7
12/09/2014,156,70,81,25,4,6
13/09/2014,146,57,22,28,2,5
14/09/2014,110,41,36,22,2,3
15/09/2014,63,73,16,35,3,4
16/09/2014,112,52,24,29,2,4
17/09/2014,118,72,59,34,2,32
18/09/2014,145,93,57,29,4,11
19/09/2014,168,97,90,30,3,17
20/09/2014,192,92,52,25,10,24
21/09/2014,179,87,16,33,9,21
22/09/2014,176,64,8,22,1,9
23/09/2014,139,37,34,16,1,9
24/09/2014,87,87,26,27,1,11
25/09/2014,187,90,25,29,7,13
26/09/2014,198,36,34,25,1,5
27/09/2014,97,90,23,34,5,11
28/09/2014,153,61,30,21,2,7
29/09/2014,116,46,18,20,4,4
30/09/2014,77,91,1,30,2,8
01/04/2014,201,107,65,27,13,14
02/04/2014,178,61,41,19,4,0
03/04/2014,78,91,44,20,5,11
04/04/2014,95,67,44,14,4,0
05/04/2014,75,96,47,29,6,12
06/04/2014,138,108,77,26,11,16
07/04/2014,169,139,93,39,21,20
08/04/2014,221,134,46,24,12,14
09/04/2014,205,275,27,21,16,18
10/04/2014,171,79,40,24,11,15
11/04/2014,141,99,61,35,15,20
12/04/2014,183,116,98,31,14,0
13/04/2014,206,147,94,39,18,22
14/04/2014,300,79,33,28,9,12
15/04/2014,151,79,34,31,6,13
16/04/2014,144,85,42,34,13,18
17/04/2014,182,85,54,26,9,17
18/04/2014,203,58,33,32,9,12
19/04/2014,150,55,45,26,4,13
20/04/2014,141,58,46,29,3,11
21/04/2014,124,73,67,28,4,13
22/04/2014,159,97,79,21,13,13
23/04/2014,186,83,67,22,10,7
24/04/2014,178,112,74,39,12,9
25/04/2014,190,65,35,10,1,2
26/04/2014,111,63,56,20,2,5
27/04/2014,142,79,70,22,4,6
28/04/2014,148,100,87,33,10,9
29/04/2014,176,100,101,28,13,9
30/04/2014,182,124,89,17,11,7
01/05/2014,188,41,42,9,1,1
02/05/2014,108,106,42,24,3,3
03/05/2014,156,49,39,7,1,1
04/05/2014,123,48,38,18,1,3
05/05/2014,122,97,52,26,17,8
06/05/2014,171,80,47,24,6,11
07/05/2014,152,80,80,25,8,8
08/05/2014,167,79,55,25,17,11
09/05/2014,154,67,43,22,14,10
10/05/2014,142,27,40,14,1,7
11/05/2014,92,60,70,23,2,5
12/05/2014,121,85,50,30,5,5
13/05/2014,135,52,35,14,2,1
14/05/2014,73,120,48,32,3,3
15/05/2014,151,88,63,28,6,4
16/05/2014,160,82,100,35,15,8
17/05/2014,151,103,127,31,15,8
18/05/2014,169,107,111,24,9,8
19/05/2014,177,120,89,25,5,8
20/05/2014,138,122,125,29,16,12
21/05/2014,173,131,105,33,11,13
22/05/2014,207,98,111,24,11,7
23/05/2014,160,114,34,23,5,9
24/05/2014,168,123,41,16,2,6
25/05/2014,128,64,66,30,1,4
26/05/2014,65,101,44,28,2,3
27/05/2014,83,71,98,29,4,4
28/05/2014,87,92,113,34,7,5
29/05/2014,116,126,164,39,23,13
30/05/2014,169,137,139,37,30,21
31/05/2014,181,62,96,13,2,6
01/06/2014,134,39,79,16,1,4
02/06/2014,98,57,103,26,4,6
03/06/2014,116,75,96,29,6,7
04/06/2014,147,80,122,26,6,8
05/06/2014,151,73,35,21,8,10
06/06/2014,115,25,45,16,1,3
07/06/2014,42,65,62,33,5,7
08/06/2014,112,51,73,23,4,5
09/06/2014,97,72,51,20,4,12
10/06/2014,159,57,61,18,1,6
11/06/2014,108,60,82,20,2,5
12/06/2014,88,81,91,22,5,8
13/06/2014,130,60,130,20,2,5
14/06/2014,109,120,132,28,10,11
15/06/2014,182,107,106,19,2,10
16/06/2014,197,86,70,17,2,8
17/06/2014,149,77,96,20,2,7
18/06/2014,142,108,64,21,3,11
19/06/2014,192,62,70,12,1,6
20/06/2014,112,63,80,15,3,8
21/06/2014,143,48,79,17,1,5
22/06/2014,94,41,95,21,1,4
23/06/2014,74,74,120,29,4,7
24/06/2014,136,85,61,25,9,10
25/06/2014,167,76,122,17,3,10
26/06/2014,192,34,50,21,1,4
27/06/2014,64,45,64,21,2,3
28/06/2014,66,69,122,26,9,12
29/06/2014,123,83,133,28,10,10
30/06/2014,155,94,127,21,19,10
01/01/2014,125,136,4,44,45,39
02/01/2014,218,79,22,20,15,22
03/01/2014,127,109,3,37,26,32
04/01/2014,213,74,16,32,23,24
05/01/2014,168,91,4,33,30,22
06/01/2014,204,69,19,27,21,22
07/01/2014,178,17,21,7,7,11
08/01/2014,65,42,22,14,9,13
09/01/2014,92,77,5,33,31,23
10/01/2014,160,120,3,48,47,34
11/01/2014,218,36,22,16,11,12
12/01/2014,76,97,6,40,43,29
13/01/2014,190,94,5,38,46,30
14/01/2014,190,162,6,46,47,36
15/01/2014,249,340,7,58,58,47
16/01/2014,466,88,14,31,33,24
17/01/2014,228,57,14,32,22,19
18/01/2014,134,125,26,33,40,28
19/01/2014,185,30,24,7,3,11
20/01/2014,42,36,18,21,18,17
21/01/2014,95,102,6,44,46,27
22/01/2014,211,173,2,56,66,41
23/01/2014,339,103,7,39,39,26
24/01/2014,221,37,26,18,12,16
25/01/2014,98,58,21,18,21,15
26/01/2014,122,83,22,29,33,19
27/01/2014,157,54,23,16,12,15
28/01/2014,109,97,9,31,38,26
29/01/2014,208,62,27,16,20,17
30/01/2014,126,132,14,18,38,17
31/01/2014,220,95,2,24,34,22
01/02/2014,211,73,29,11,11,20
02/02/2014,117,30,28,4,3,18
03/02/2014,31,29,25,9,10,18
04/02/2014,63,74,20,17,28,18
05/02/2014,175,88,17,24,36,25
06/02/2014,202,57,16,18,21,14
07/02/2014,175,28,28,13,12,17
08/02/2014,108,9,26,8,9,0
09/02/2014,51,18,23,15,11,18
10/02/2014,74,77,13,38,38,24
11/02/2014,192,83,24,35,30,24
12/02/2014,205,116,17,34,44,28
13/02/2014,261,186,11,43,43,36
14/02/2014,332,324,12,50,56,39
15/02/2014,408,173,25,39,45,31
16/02/2014,322,56,28,27,37,21
17/02/2014,161,54,21,25,21,12
18/02/2014,148,57,24,27,22,17
19/02/2014,140,143,4,37,24,23
20/02/2014,302,165,7,45,39,33
21/02/2014,378,170,7,43,53,35
22/02/2014,387,154,9,39,69,39
23/02/2014,338,216,4,61,71,49
24/02/2014,398,301,3,64,50,58
25/02/2014,462,262,14,63,44,29
26/02/2014,421,23,32,10,5,10
27/02/2014,67,65,17,30,20,16
28/02/2014,169,61,31,26,16,21
01/03/2014,142,111,16,41,37,29
02/03/2014,208,155,4,44,57,46
03/03/2014,295,55,30,16,13,24
04/03/2014,95,28,26,19,8,11
05/03/2014,78,22,30,11,5,18
06/03/2014,62,55,25,21,12,16
07/03/2014,131,118,15,43,40,26
08/03/2014,227,90,27,34,25,21
09/03/2014,188,80,18,33,30,22
10/03/2014,173,125,35,41,42,30
11/03/2014,253,20,41,12,3,18
12/03/2014,61,47,36,19,6,12
13/03/2014,73,56,37,15,6,17
14/03/2014,72,109,26,48,25,16
15/03/2014,180,113,42,36,44,31
16/03/2014,188,141,30,28,14,20
17/03/2014,145,79,37,19,8,13
18/03/2014,106,67,34,24,10,12
19/03/2014,134,26,36,9,2,9
20/03/2014,42,45,40,20,6,16
21/03/2014,78,86,43,28,9,13
22/03/2014,131,111,74,36,24,19
23/03/2014,207,141,47,50,30,23
24/03/2014,293,136,72,53,24,21
25/03/2014,278,189,63,60,29,23
26/03/2014,354,196,6,61,20,29
27/03/2014,321,108,39,33,14,21
28/03/2014,207,68,43,15,3,16
29/03/2014,103,59,43,21,3,10
30/03/2014,93,117,39,34,18,22
31/03/2014,206,84,57,32,8,9
31/12/2019,,46,6,23,2,8
31/12/2018,0,46,17,20,5,9
10/09/2017,0,23,35,19,1,3
31/12/2014,0,67,19,29,16,11
31/12/2013,0,85,20,30,14,20
02/01/2016,0,0,18,32,10,15
